"DATE","HOUR","YEAR","SO2","NO","NO2","NOX","O3","CO","PM10","PM2.5","VV","DD","TMP","HR","PRB","MONTH"
"16-10-2017","24:00","2017",3,4,10.7337437475952,34,49,0.2,24.4685582822086,6.34712371946414,1.5,8,27.7,64.4642195031517,1020,"October"
"17-10-2017","24:00","2017",3.16059793024147,3,11,15,53,0.2,24.4685582822086,6.34712371946414,2.8,7,25.4,64,1022,"October"
"18-10-2017","24:00","2017",3.16059793024147,6,13,22,68,0.2,20,9,2.5,6,23.3,67,1022,"October"
"19-10-2017","24:00","2017",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,24.4685582822086,6.34712371946414,3.3,7,21.4533478893741,64.4642195031517,1016.13124775261,"October"
"20-10-2017","24:00","2017",2,2,10,13,59,0.2,23,9,3.3,21,23.1,70,1020,"October"
"21-10-2017","24:00","2017",1,2,10,13,58,0.2,23,11,3.5,21,23,71,1022,"October"
"22-10-2017","24:00","2017",1,2,6,8,72,0.2,37,16,3.9,23,23.1,75,1020,"October"
"23-10-2017","24:00","2017",1,3,14,19,64,0.2,42,17,2.3,23,23.5,71,1017,"October"
"24-10-2017","24:00","2017",1,2,10,13,66,0.2,38,6.34712371946414,2.1,22,23.7,71,1017,"October"
"25-10-2017","24:00","2017",4,4.36969930609098,10.7337437475952,17.1933099961105,36,0.2,48,6.34712371946414,1.5,7,24.8,60,1016,"October"
"26-10-2017","24:00","2017",4,4.36969930609098,10.7337437475952,17.1933099961105,50,0.2,24.4685582822086,6.34712371946414,2.4,21,26.1,49,1017,"October"
"27-10-2017","24:00","2017",1,4,13,18,73,0.2,24.4685582822086,6.34712371946414,2.1,22,25.5,54,1020,"October"
"28-10-2017","24:00","2017",2,4.36969930609098,10.7337437475952,17.1933099961105,61,0.2,24.4685582822086,6.34712371946414,2.1,21,24.2,64,1018,"October"
"29-10-2017","24:00","2017",2,3,10,14,75,0.2,29,13,2.2,21,22.4,75,1016,"October"
"30-10-2017","24:00","2017",1,2,13,16,80,0.2,30,13,2.4,20,22.2,74,1013,"October"
"31-10-2017","24:00","2017",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,24.4685582822086,6.34712371946414,2.3,20,22.1,72,1014,"October"
"01-11-2017","24:00","2017",1,2,8,11,68,0.2,23,13,2.4,20,22.1,68,1017,"November"
"02-11-2017","24:00","2017",1,4,13,19,62,0.2,20,10,2.1,7,21.5,64,1016,"November"
"03-11-2017","24:00","2017",2,4,15,21,55,0.2,19,9,1.9,7,22.4,63,1014,"November"
"04-11-2017","24:00","2017",2,2,9,12,66,0.2,13,6,3.6,20,21.9,68,1016,"November"
"05-11-2017","24:00","2017",2,2,7,10,75,0.2,28,9,4.2,20,22.1,67,1017,"November"
"06-11-2017","24:00","2017",2,2,11,14,77,0.2,40,13,3.7,20,21.9,68,1012,"November"
"07-11-2017","24:00","2017",3,2,12,15,80,0.2,45,16,3.5,20,21.9,74,1008,"November"
"08-11-2017","24:00","2017",3,3,12,16,81,0.2,24.4685582822086,6.34712371946414,3.1,21,23.1,73,1009,"November"
"09-11-2017","24:00","2017",3,3,11,14,80,0.2,24.4685582822086,18,3.2,21,22.2,76,1014,"November"
"10-11-2017","24:00","2017",2,2,9,12,88,0.2,47,15,3.7,20,21.6,67,1019,"November"
"11-11-2017","24:00","2017",2,3,12,15,80,0.2,24.4685582822086,6.34712371946414,2.4,22,21.9,65,1020,"November"
"12-11-2017","24:00","2017",2,2,10,13,75,0.2,24.4685582822086,6.34712371946414,1.6,7,22.2,66,1021,"November"
"13-11-2017","24:00","2017",2,3,11,15,73,0.2,30,11,2.9,22,20.5,69,1019,"November"
"14-11-2017","24:00","2017",3,3,9,13,73,0.1,24,9,3.5,22,21,58,1016,"November"
"15-11-2017","24:00","2017",2,3,10,13,74,0.2,17,6,2.5,7,20.8,54,1015,"November"
"16-11-2017","24:00","2017",2,3,12,17,73,0.2,21,10,2.4,21,20.5,61,1016,"November"
"17-11-2017","24:00","2017",4,4.36969930609098,10.7337437475952,17.1933099961105,74,0.2,24.4685582822086,6.34712371946414,1.9,7,21.4533478893741,64.4642195031517,1016.13124775261,"November"
"18-11-2017","24:00","2017",5,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,24.4685582822086,6.34712371946414,2.84690667598742,95.612700628053,21.4533478893741,64.4642195031517,1016.13124775261,"November"
"19-11-2017","24:00","2017",6,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,24.4685582822086,6.34712371946414,2.84690667598742,95.612700628053,21.4533478893741,64.4642195031517,1016.13124775261,"November"
"20-11-2017","24:00","2017",3,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,24.4685582822086,6.34712371946414,1.5,20,21.4533478893741,64.4642195031517,1016.13124775261,"November"
"21-11-2017","24:00","2017",2,6,10.7337437475952,35,47,0.2,24.4685582822086,17,2.7,180,21.3,55,1016,"November"
"22-11-2017","24:00","2017",3,4.36969930609098,10.7337437475952,17.1933099961105,39,0.160153102336825,24.4685582822086,17,1,295,20.9,56,1012,"November"
"23-11-2017","24:00","2017",8,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.3,24.4685582822086,6.34712371946414,3.3,180,20.8,53,1012,"November"
"24-11-2017","24:00","2017",4,4.36969930609098,10.7337437475952,17.1933099961105,33,0.3,24.4685582822086,6.34712371946414,2.6,181,21.4,59,1014,"November"
"25-11-2017","24:00","2017",3,9,23,17.1933099961105,46,0.2,24.4685582822086,6.34712371946414,2.1,181,23.7,64.4642195031517,1015,"November"
"26-11-2017","24:00","2017",3,9,19,32,51,0.2,45,13,1.8,181,22.8,64.4642195031517,1019,"November"
"27-11-2017","24:00","2017",3,4.36969930609098,10.7337437475952,17.1933099961105,33,0.3,38,13,2.5,180,23.3,64.4642195031517,1021,"November"
"28-11-2017","24:00","2017",10,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.3,38,14,2.8,181,22.9,64.4642195031517,1018,"November"
"29-11-2017","24:00","2017",3,8,10.7337437475952,17.1933099961105,42,0.3,25,11,2,158,22.1,63,1013,"November"
"30-11-2017","24:00","2017",3,6,19,28,49,0.3,17,8,1.8,294,22.2,69,1015,"November"
"01-12-2017","24:00","2017",2,5,18,26,59,0.2,22,8,1.7,21,20.1,76,1018,"December"
"02-12-2017","24:00","2017",2,3,12,17,76,0.2,23,9,2.5,21,19.4,64,1020,"December"
"03-12-2017","24:00","2017",2,3,9,14,80,0.2,26,12,3.6,21,18.9,62,1020,"December"
"04-12-2017","24:00","2017",2,5,14,21,74,0.2,46,14,2.6,21,20.5,60,1025,"December"
"05-12-2017","24:00","2017",3,9,18,31,69,0.2,24.4685582822086,6.34712371946414,3.3,158,20.3,64.4642195031517,1030,"December"
"06-12-2017","24:00","2017",3.16059793024147,4.36969930609098,23,17.1933099961105,66,0.2,24.4685582822086,17,2.2,21,19.2,48,1031,"December"
"07-12-2017","24:00","2017",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,61,0.2,24.4685582822086,6.34712371946414,2.7,20,18.9,49,1030,"December"
"08-12-2017","24:00","2017",3,9,19,33,78,0.2,24.4685582822086,17,2.5,20,19.3,52,1031,"December"
"09-12-2017","24:00","2017",5,4.36969930609098,10.7337437475952,17.1933099961105,87,0.2,24.4685582822086,6.34712371946414,2.7,20,21.4533478893741,64.4642195031517,1016.13124775261,"December"
"10-12-2017","24:00","2017",5,4.36969930609098,10.7337437475952,17.1933099961105,75,0.2,24.4685582822086,6.34712371946414,2.84690667598742,95.612700628053,21.4533478893741,64.4642195031517,1016.13124775261,"December"
"11-12-2017","24:00","2017",5,4.36969930609098,10.7337437475952,17.1933099961105,59,0.2,24.4685582822086,6.34712371946414,2.84690667598742,95.612700628053,21.4533478893741,64.4642195031517,1016.13124775261,"December"
"12-12-2017","24:00","2017",3,4.36969930609098,10.7337437475952,17.1933099961105,73,0.2,24.4685582822086,6.34712371946414,5.4,21,21.4533478893741,64.4642195031517,1016.13124775261,"December"
"13-12-2017","24:00","2017",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,37,13,5.6,21,17.9,57,1022,"December"
"14-12-2017","24:00","2017",5,3,14,19,76,0.2,36,14,3.6,21,18.3,68,1027,"December"
"15-12-2017","24:00","2017",4,4,13,18,62,0.2,19,8,2.7,6,19,66,1025,"December"
"16-12-2017","24:00","2017",5,3,10,14,58,0.2,12,6,2.7,6,19.9,74,1022,"December"
"17-12-2017","24:00","2017",4,2,8,11,81,0.2,27,12,4.5,21,18.2,58,1023,"December"
"18-12-2017","24:00","2017",4,3,9,14,83,0.2,40,15,3.7,22,18.7,69,1026,"December"
"19-12-2017","24:00","2017",4,3,10,14,82,0.2,33,11,2.9,21,18.3,64,1026,"December"
"20-12-2017","24:00","2017",5,4,13,19,75,0.2,33,14,3.1,20,18.7,62,1027,"December"
"21-12-2017","24:00","2017",4,4,13,19,79,0.2,31,12,2.2,20,19.5,60,1016.13124775261,"December"
"22-12-2017","24:00","2017",4,5,18,25,71,0.2,29,12,2.2,22,19,55,1016.13124775261,"December"
"23-12-2017","24:00","2017",4,4,17,23,73,0.2,24,11,1.9,22,18.2,56,1016.13124775261,"December"
"24-12-2017","24:00","2017",8,7,16,27,74,0.1,21,9,1.8,23,17.9,50,1031,"December"
"25-12-2017","24:00","2017",4,3,7,12,79,0.1,38,12,2.3,23,18.3,50,1030,"December"
"26-12-2017","24:00","2017",5,10,21,17.1933099961105,68,0.2,23,11,3,45,18.7,57,1032,"December"
"27-12-2017","24:00","2017",4,3,10,15,73,0.2,16,9,2.7,7,18.3,64,1030,"December"
"28-12-2017","24:00","2017",4,4,11,16,74,0.2,19,9,3.8,21,19.2,65,1026,"December"
"29-12-2017","24:00","2017",4,4,11,17,77,0.2,25,12,3.6,22,19.1,67,1026,"December"
"30-12-2017","24:00","2017",5,5,20,27,55,0.2,34,16,1.1,136,19.4,71,1027,"December"
"31-12-2017","24:00","2017",4,4,15,20,59,0.2,33,13,3.4,22,19.8,58,1030,"December"
"01-01-2018","24:00","2018",4,3,7,11,75,0.2,33,17,4.1,22,19.1,74,1032,"January"
"02-01-2018","24:00","2018",4,4,10,15,71,0.2,39,6.34712371946414,3.3,20,19.2,77,1033,"January"
"03-01-2018","24:00","2018",4,4,12,17,68,0.2,48,6.34712371946414,2.7,19,18.8,77,1033,"January"
"04-01-2018","24:00","2018",4,4,11,16,64,0.2,43,6.34712371946414,2.4,19,18.7,76,1032,"January"
"05-01-2018","24:00","2018",5,6,15,23,56,0.1,26,12,1.8,18,18.5,72,1024,"January"
"06-01-2018","24:00","2018",5,3,7,11,77,0.2,20,9,3.9,6,18,65,1013,"January"
"07-01-2018","24:00","2018",5,3,6,10,78,0.1,23,9,4,7,17.3,57,1012,"January"
"08-01-2018","24:00","2018",5,4,15,20,68,0.2,23,8,2.9,7,17.6,59,1017,"January"
"09-01-2018","24:00","2018",5,5,17,25,60,0.2,23,9,1.9,159,18.4,66,1023,"January"
"10-01-2018","24:00","2018",4,5,13,21,44,0.2,13,9,2.2,18,19.4,76,1026,"January"
"11-01-2018","24:00","2018",6,4,11,16,69,0.2,20,10,3.7,19,18.3,69,1025,"January"
"12-01-2018","24:00","2018",4,3,10,15,80,0.2,29,14,2.9,16,18,66,1021,"January"
"13-01-2018","24:00","2018",4,3,7,12,83,0.2,20,11,3,16,17.6,61,1021,"January"
"14-01-2018","24:00","2018",4,3,7,12,78,0.2,16,9,3.6,16,17.4,66,1021,"January"
"15-01-2018","24:00","2018",4,4,8,13,81,0.2,20,10,5.5,16,17,59,1018,"January"
"16-01-2018","24:00","2018",4,4,8,14,82,0.2,44,17,2.84690667598742,16,17.4,59,1016,"January"
"17-01-2018","24:00","2018",4,4,10,16,73,0.2,39,15,3.6,16,18,67,1013,"January"
"18-01-2018","24:00","2018",4,4,9,15,73,0.2,26,10,3.9,17,17.8,65,1012,"January"
"19-01-2018","24:00","2018",4,4,9,15,80,0.2,36,17,3.9,16,18.5,60,1015,"January"
"20-01-2018","24:00","2018",5,4,13,19,76,0.2,38,17,3.5,16,18,69,1018,"January"
"21-01-2018","24:00","2018",4,4,13,19,74,0.2,44,6.34712371946414,1.9,18,18,76,1024,"January"
"22-01-2018","24:00","2018",5,4,11,17,80,0.2,36,6.34712371946414,2.4,16,17.7,74,1022,"January"
"23-01-2018","24:00","2018",5,4,8,14,75,0.2,31,16,2.9,16,17.6,71,1021,"January"
"24-01-2018","24:00","2018",5,4,9,14,70,0.2,24,13,3,16,17.3,71,1021,"January"
"25-01-2018","24:00","2018",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,25,12,3.6,15,17.2,69,1022,"January"
"26-01-2018","24:00","2018",5,2,4,7,76,0.2,30,13,4.7,15,17.2,63,1023,"January"
"27-01-2018","24:00","2018",5,2,3,5,85,0.2,48,6.34712371946414,2.84690667598742,11,16.6,53,1023,"January"
"28-01-2018","24:00","2018",5,2,3,5,84,0.2,31,10,4.7,11,16,52,1014,"January"
"29-01-2018","24:00","2018",5,2,5,7,70,0.3,17,10,1.9,16,13.8,66,1015,"January"
"30-01-2018","24:00","2018",5,2,4,7,72,0.2,19,10,2.3,17,14.4,65,1015,"January"
"31-01-2018","24:00","2018",5,2,4,7,70,0.3,41,18,2.4,294,15.7,67,1015,"January"
"01-02-2018","24:00","2018",5,2,3,6,80,0.2,33,15,3.7,19,15.3,71,1013,"February"
"02-02-2018","24:00","2018",5,2,3,6,76,0.2,30,11,3.8,18,15.8,70,1015,"February"
"03-02-2018","24:00","2018",5,2,2,5,85,0.2,28,11,4.8,17,16,58,1020,"February"
"04-02-2018","24:00","2018",5,2,2,5,83,0.2,21,10,3.6,17,16.6,58,1020,"February"
"05-02-2018","24:00","2018",5,2,3,6,83,0.2,22,8,3.8,18,16.3,58,1018,"February"
"06-02-2018","24:00","2018",5,2,3,5,78,0.2,22,9,3.6,17,15.7,59,1020,"February"
"07-02-2018","24:00","2018",5,2,3,5,80,0.3,21,11,3.7,18,14.9,63,1017,"February"
"08-02-2018","24:00","2018",5,3,7,11,80,0.2,20,8,3.1,46,13.9,60,1019,"February"
"09-02-2018","24:00","2018",5,4,10,17,83,0.2,23,9,4.6,17,15.7,61,1027,"February"
"10-02-2018","24:00","2018",5,4,11,17,71,0.2,19,10,3.4,18,16.8,70,1026,"February"
"11-02-2018","24:00","2018",5,4,8,14,85,0.2,33,12,4.1,15,16.7,62,1025,"February"
"12-02-2018","24:00","2018",5,4,12,18,85,0.2,37,17,2.2,16,16.9,68,1025,"February"
"13-02-2018","24:00","2018",5,5,17,24,72,0.2,35,18,1.4,158,17.1,72,1023,"February"
"14-02-2018","24:00","2018",5,4,12,18,74,0.2,36,6.34712371946414,2.3,17,17,75,1023,"February"
"15-02-2018","24:00","2018",5,5,16,23,77,0.2,36,16,2.3,18,16.8,79,1023,"February"
"16-02-2018","24:00","2018",5,9,10.7337437475952,17.1933099961105,57,0.2,30,12,2.1,17,18.9,58,1023,"February"
"17-02-2018","24:00","2018",5,4,13,19,77,0.2,34,16,2.9,20,17,69,1023,"February"
"18-02-2018","24:00","2018",5,4,10,16,73,0.2,28,11,2.9,17,16.4,68,1019,"February"
"19-02-2018","24:00","2018",5,4,10,17,73,0.2,25,11,3.4,16,16.7,66,1016,"February"
"20-02-2018","24:00","2018",5,4,11,17,84,0.2,25,10,3.1,17,16.8,65,1013,"February"
"21-02-2018","24:00","2018",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,23,12,3.1,17,17.2,62,1010,"February"
"22-02-2018","24:00","2018",5,3,15,19,77,0.3,24,11,2,15,16.5,66,1005,"February"
"23-02-2018","24:00","2018",5,4,17,22,68,0.3,23,12,3.2,180,16.1,68,1016.13124775261,"February"
"24-02-2018","24:00","2018",8,8,18,30,67,0.3,16,10,2.5,181,17.7,70,1016.13124775261,"February"
"25-02-2018","24:00","2018",5,2,4,7,78,0.3,26,11,4.4,181,18.4,76,1016.13124775261,"February"
"26-02-2018","24:00","2018",5,2,11,13,87,0.3,23,8,2.7,293,18.8,61,1004,"February"
"27-02-2018","24:00","2018",5,2,7,9,85,0.3,22,6,3.9,181,18.8,60,1004,"February"
"28-02-2018","24:00","2018",5,2,6,8,80,0.3,20,12,4.4,181,20.1,68,1016.13124775261,"February"
"01-03-2018","24:00","2018",5,2,12,15,76,0.3,43,17,2.6,226,21.1,63,1004,"March"
"02-03-2018","24:00","2018",5,2,10,13,65,0.3,33,12,2.8,180,20.9,67,1007,"March"
"03-03-2018","24:00","2018",6,2,7,9,68,0.3,18,8,2.9,181,20,69,1005,"March"
"04-03-2018","24:00","2018",5,2,6,8,88,0.3,30,12,2.4,293,20.7,59,1011,"March"
"05-03-2018","24:00","2018",5,2,8,10,74,0.3,29,11,3.7,294,20.4,68,1013,"March"
"06-03-2018","24:00","2018",5,2,9,11,57,0.3,17,9,2.3,294,20.5,68,1015,"March"
"07-03-2018","24:00","2018",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,16,10,1.9,293,20.7,66,1015,"March"
"08-03-2018","24:00","2018",2,4.36969930609098,21,17.1933099961105,44,0.3,23,12,2.6,158,20.4,73,1016,"March"
"09-03-2018","24:00","2018",1,8,19,31,39,0.3,25,12,3,181,20.5,69,1015,"March"
"10-03-2018","24:00","2018",3,2,8,11,62,0.2,21,9,2.9,294,21.1,63,1017,"March"
"11-03-2018","24:00","2018",1,1,6,7,84,0.2,25,9,2.9,19,19.3,58,1022,"March"
"12-03-2018","24:00","2018",1,1,8,10,79,0.2,32,12,2.8,19,18.5,67,1023,"March"
"13-03-2018","24:00","2018",1,3,11,15,63,0.2,19,8,2.6,19,19.1,68,1023,"March"
"14-03-2018","24:00","2018",1,1,11,13,56,0.2,18,7,1.4,21,19.5,68,1019,"March"
"15-03-2018","24:00","2018",1,1,9,10,68,0.2,18,9,3.4,18,19.2,68,1013,"March"
"16-03-2018","24:00","2018",1,1,9,10,83,0.2,16,9,3.6,20,17.8,58,1017,"March"
"17-03-2018","24:00","2018",1,1,8,9,84,0.2,14,6,3.1,22,17.9,53,1021,"March"
"18-03-2018","24:00","2018",1,1,6,7,65,0.2,14,7,3.7,18,19.8,62,1020,"March"
"19-03-2018","24:00","2018",1,1,7,8,70,0.2,26,11,4.1,18,18.8,64,1022,"March"
"20-03-2018","24:00","2018",1,1,6,8,74,0.2,28,10,5,17,18.9,61,1021,"March"
"21-03-2018","24:00","2018",1,1,7,8,99,0.2,36,12,5.6,17,17.3,54,1026,"March"
"22-03-2018","24:00","2018",1,1,9,10,97,0.2,33,10,4.5,17,16.7,61,1029,"March"
"23-03-2018","24:00","2018",1,1,9,10,87,0.2,30,13,3.3,17,16.9,65,1028,"March"
"24-03-2018","24:00","2018",1,1,5,7,64,0.2,17,7,4,17,19.1,65,1023,"March"
"25-03-2018","24:00","2018",1,1,4,6,81,0.2,32,11,4.2,16,18.7,60,1021,"March"
"26-03-2018","24:00","2018",1,1,6,7,88,0.2,34,12,4.8,17,18.2,63,1021,"March"
"27-03-2018","24:00","2018",1,1,7,9,92,0.2,24.4685582822086,6.34712371946414,3.8,18,18.5,73,1020,"March"
"28-03-2018","24:00","2018",1,4,20,27,73,0.1,24.4685582822086,6.34712371946414,2.2,19,22,52,1017,"March"
"29-03-2018","24:00","2018",1,1,11,13,72,0.2,24.4685582822086,6.34712371946414,3.3,17,19.5,69,1014,"March"
"30-03-2018","24:00","2018",1,1,7,8,77,0.1,30,12,4.2,17,17.8,65,1018,"March"
"31-03-2018","24:00","2018",1,1,6,8,87,0.2,28,12,3.2,16,17.9,65,1016,"March"
"01-04-2018","24:00","2018",1,1,8,10,72,0.2,21,11,1.5,136,18.4,67,1010,"April"
"02-04-2018","24:00","2018",1,2,15,17,65,0.1,24,9,1.6,293,18.8,67,1008,"April"
"03-04-2018","24:00","2018",1,1,8,10,72,0.1,19,10,3.2,18,18.7,67,1012,"April"
"04-04-2018","24:00","2018",1,1,7,9,81,0.1,28,11,3.5,17,18.3,64,1016,"April"
"05-04-2018","24:00","2018",1,1,8,10,87,0.1,24.4685582822086,15,3.3,18,18.6,58,1014,"April"
"06-04-2018","24:00","2018",1,2,9,12,78,0.1,24.4685582822086,13,2.6,19,19.5,57,1012,"April"
"07-04-2018","24:00","2018",1,1,7,10,94,0.1,24,9,3.7,18,18.7,56,1015,"April"
"08-04-2018","24:00","2018",1,1,1,3,91,0.1,39,16,4.2,18,18.4,57,1019,"April"
"09-04-2018","24:00","2018",1,1,1,3,93,0.1,53,6.34712371946414,5,19,17.7,57,1021,"April"
"10-04-2018","24:00","2018",1,1,1,3,87,0.1,34,12,4.1,19,18.2,58,1022,"April"
"11-04-2018","24:00","2018",1,4.36969930609098,10.7337437475952,17.1933099961105,63,0.1,21,10,4,21,18.8,66,1019,"April"
"12-04-2018","24:00","2018",1,1,10,11,57,0.1,22,10,3.8,21,19.2,65,1017,"April"
"13-04-2018","24:00","2018",1,1,4,6,90,0.1,32,14,4.9,18,18.4,58,1019,"April"
"14-04-2018","24:00","2018",1,1,2,4,87,0.1,30,12,3.6,19,18.2,59,1022,"April"
"15-04-2018","24:00","2018",1,1,2,4,89,0.1,28,12,3,21,17.9,67,1021,"April"
"16-04-2018","24:00","2018",1,1,10,12,52,0.1,21,10,3.3,21,18.7,72,1019,"April"
"17-04-2018","24:00","2018",1,1,14,16,65,0.1,34,12,2.8,22,19.7,74,1016,"April"
"18-04-2018","24:00","2018",2,3,23,27,67,0.2,24.4685582822086,6.34712371946414,2.3,20,23.6,49,1014,"April"
"19-04-2018","24:00","2018",2,1,7,9,77,0.2,36,6.34712371946414,4.3,21,21.1,57,1012,"April"
"20-04-2018","24:00","2018",1,1,7,9,97,0.2,28,6.34712371946414,4.1,18,18.5,56,1009,"April"
"21-04-2018","24:00","2018",1,1,6,8,90,0.2,22,8,2.4,21,19.1,59,1008,"April"
"22-04-2018","24:00","2018",1,1,6,7,93,0.2,29,14,2.6,23,19.6,63,1009,"April"
"23-04-2018","24:00","2018",1,1,8,10,89,0.2,23,13,3.6,23,18.9,64,1011,"April"
"24-04-2018","24:00","2018",1,1,6,8,89,0.2,24,13,4.6,20,19.4,66,1017,"April"
"25-04-2018","24:00","2018",1,2,7,9,79,0.2,38,14,4.3,21,19.1,66,1020,"April"
"26-04-2018","24:00","2018",1,2,6,9,73,0.2,30,14,4.1,22,18.9,67,1017,"April"
"27-04-2018","24:00","2018",1,1,7,9,89,0.2,45,16,4,21,19,66,1016,"April"
"28-04-2018","24:00","2018",1,1,5,7,75,0.2,28,10,4.2,19,19.1,63,1018,"April"
"29-04-2018","24:00","2018",1,1,5,7,96,0.2,28,11,4.1,20,18.2,54,1020,"April"
"30-04-2018","24:00","2018",1,2,8,11,90,0.2,23,11,3.5,19,18.3,52,1019,"April"
"01-05-2018","24:00","2018",1,1,5,7,90,0.2,21,10,3.6,19,18.6,56,1021,"May"
"02-05-2018","24:00","2018",1,2,9,12,81,0.2,21,10,3,19,18.9,55,1019,"May"
"03-05-2018","24:00","2018",1,2,7,10,70,0.3,20,10,3,20,19.5,61,1015,"May"
"04-05-2018","24:00","2018",1,2,7,10,79,0.2,23,6,3.6,20,19.2,59,1013,"May"
"05-05-2018","24:00","2018",1,2,7,9,96,0.2,25,5,3,19,19.3,55,1012,"May"
"06-05-2018","24:00","2018",1,2,7,9,87,0.2,17,5,2.2,18,20,56,1013,"May"
"07-05-2018","24:00","2018",1,2,8,12,86,0.3,23,8,2.8,18,19.7,59,1016,"May"
"08-05-2018","24:00","2018",1,2,7,10,96,0.3,31,10,3.8,21,19,66,1017,"May"
"09-05-2018","24:00","2018",1,2,7,10,90,0.3,36,12,3.7,22,19.3,65,1017,"May"
"10-05-2018","24:00","2018",1,2,6,9,87,0.2,31,9,4,20,19.3,61,1017,"May"
"11-05-2018","24:00","2018",1,2,6,10,94,0.2,34,9,4,20,18.9,61,1018,"May"
"12-05-2018","24:00","2018",1,2,5,8,79,0.2,36,10,4.5,21,19,67,1019,"May"
"13-05-2018","24:00","2018",1,2,4,7,91,0.2,46,12,4.8,22,18.6,66,1017,"May"
"14-05-2018","24:00","2018",1,2,6,10,88,0.2,52,13,3.7,22,18.9,65,1014,"May"
"15-05-2018","24:00","2018",1,3,6,10,74,0.2,44,11,4.1,21,19.7,64,1012,"May"
"16-05-2018","24:00","2018",1,2,6,10,82,0.2,38,11,4.3,21,19.9,63,1011,"May"
"17-05-2018","24:00","2018",1,2,7,10,85,0.2,28,9,3.6,21,19.8,60,1013,"May"
"18-05-2018","24:00","2018",1,2,8,11,92,0.2,30,10,3.3,21,19.7,60,1014,"May"
"19-05-2018","24:00","2018",1,2,6,9,108,0.2,29,11,3.5,21,19.5,61,1015,"May"
"20-05-2018","24:00","2018",1,2,5,8,108,0.2,23,9,3.1,21,19.6,58,1013,"May"
"21-05-2018","24:00","2018",2,3,9,12,96,0.2,26,9,2.9,21,19.6,61,1013,"May"
"22-05-2018","24:00","2018",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,24.4685582822086,6.34712371946414,2,23,21.4533478893741,64.4642195031517,1016.13124775261,"May"
"23-05-2018","24:00","2018",3,3,8,12,72,0.2,16,6,2.7,20,20.7,58,1015,"May"
"24-05-2018","24:00","2018",2,3,9,14,75,0.2,22,6,2.5,21,20.3,59,1016,"May"
"25-05-2018","24:00","2018",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,24.4685582822086,6.34712371946414,2.4,23,21.4533478893741,64.4642195031517,1016.13124775261,"May"
"26-05-2018","24:00","2018",1,2,6,9,101,0.2,26,10,3.4,20,20.1,59,1015,"May"
"27-05-2018","24:00","2018",1,2,5,8,101,0.1,25,8,3.6,20,20,56,1019,"May"
"28-05-2018","24:00","2018",1,3,7,11,99,0.2,27,9,3.5,21,19.7,61,1019,"May"
"29-05-2018","24:00","2018",3.16059793024147,3,7,12,93,0.2,27,7,3.7,22,19.6,62,1019,"May"
"30-05-2018","24:00","2018",3.16059793024147,3,5,9,57,0.1,19,5,3.8,21,20.1,66,1018,"May"
"31-05-2018","24:00","2018",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,24,6,3.8,21,20.2,66,1019,"May"
"01-06-2018","24:00","2018",1,3,6,11,56,0.2,25,6,4,20,20.2,64,1020,"June"
"02-06-2018","24:00","2018",1,3,5,9,83,0.1,28,6,4.2,20,19.5,62,1020,"June"
"03-06-2018","24:00","2018",1,3,4,8,76,0.1,23,6,3.8,20,19.7,64,1020,"June"
"04-06-2018","24:00","2018",1,3,6,11,67,0.1,25,6,3.8,20,20.2,67,1019,"June"
"05-06-2018","24:00","2018",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,28,8,3.5,20,20,67,1018,"June"
"06-06-2018","24:00","2018",1,2,7,9,45,0.2,19,5,3.4,20,20.5,68,1020,"June"
"07-06-2018","24:00","2018",1,2,7,9,48,0.2,16,4,3.5,20,20.9,68,1021,"June"
"08-06-2018","24:00","2018",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,24.4685582822086,6.34712371946414,3,19,21.4533478893741,64.4642195031517,1016.13124775261,"June"
"09-06-2018","24:00","2018",1,1,6,8,73,0.2,17,5,3.1,20,21.2,61,1009,"June"
"10-06-2018","24:00","2018",1,1,6,7,70,0.2,18,6,3.7,20,20.6,60,1006,"June"
